the,___ of ___
night,___ of ___
golem,None
in,None
the,None
gears,None
selections,___ of ___
from,___ of ___
harry,___ of ___
potter,___ of ___
and,___ of ___
the,___ of ___
order,___ of ___
of,___ of ___
the,___ of ___
phoenix:,___ of ___
piano,___ of ___
solos,___ of ___
the,___ of ___
dark,___ of ___
tower,___ of ___
series:,___ of ___
the,___ of ___
"gunslinger,",___ of ___
the,___ of ___
drawing,___ of ___
of,___ of ___
the,___ of ___
"three,",___ of ___
the,___ of ___
waste,___ of ___
lands,___ of ___
alcatraz,None
versus,None
the,None
scrivener's,None
bones,None
alcatraz,___ of ___
versus,___ of ___
the,___ of ___
knights,___ of ___
of,___ of ___
crystallia,___ of ___
bonechiller,One Word
the,The Adj Noun
keeping,The Adj Noun
place,The Adj Noun
myth-ing,None
persons,None
infinity,One Word
diplomatic,None
immunity,None
the,"""The"" One Word"
judging,"""The"" One Word"
blackbird,None
house,None
checkmate,One Word
a,None
dragon's,None
awakening,None
left,None
behind,None
series,None
gift,None
set,None
dawnthief,One Word
smokeless,None
fire,None
dragon's,None
egg,None
the,"""The"" One Word"
postmortal,"""The"" One Word"
far,None
from,None
you,None
dagon,___ and ___
and,___ and ___
other,___ and ___
macabre,___ and ___
tales,___ and ___
eve,___ of ___
of,___ of ___
destruction,___ of ___
catwings,One Word
everfound,One Word
florence,___ and ___
&,___ and ___
giles,___ and ___
oblivion,One Word
the,"""The"" One Word"
binding,"""The"" One Word"
death,None
troopers,None
blood,None
"red,",None
snow,None
white,None
death,___ and ___
&,___ and ___
the,___ and ___
zombie,___ and ___
apocalypse,___ and ___
the,The Adj Noun
lost,The Adj Noun
girl,The Adj Noun
a,None
sudden,None
light,None
greywalker,One Word
legend:,None
the,None
graphic,None
novel,None
fire,None
country,None
fortune's,None
magic,None
farm,None
average,___ and ___
joe,___ and ___
and,___ and ___
the,___ and ___
extraordinaires,___ and ___
the,None
obernewtyn,None
chronicles,None
"omnibus,",None
#1-6,None
little,None
star,None
the,The Adj Noun
icarus,The Adj Noun
girl,The Adj Noun
the,The Adj Noun
enchanted,The Adj Noun
castle,The Adj Noun
the,___ of ___
kingdom,___ of ___
of,___ of ___
copper,___ of ___
abaddon's,None
gate,None
wishtree,One Word
sword,___ of ___
of,___ of ___
the,___ of ___
rightful,___ of ___
king,___ of ___
flashforward,One Word
pish,None
posh,None
mona,None
lisa,None
blossoming,None
mona,None
lisa,None
darkening,None
alta,One Word
the,The Adj Noun
god,The Adj Noun
eaters,The Adj Noun
theodosia,___ of ___
and,___ of ___
the,___ of ___
eyes,___ of ___
of,___ of ___
horus,___ of ___
here,None
be,None
monsters!,None
dreamland,One Word
the,"""The"" One Word"
willoughbys,"""The"" One Word"
raven,One Word
the,The Adj Noun
decoy,The Adj Noun
princess,The Adj Noun
dark,None
kiss,None
the,___ of ___
lost,___ of ___
years,___ of ___
of,___ of ___
merlin,___ of ___
true,None
blood,None
collection,None
locke,___ and ___
&,___ and ___
"key,",___ and ___
vol.,___ and ___
4:,___ and ___
keys,___ and ___
to,___ and ___
the,___ and ___
kingdom,___ and ___
locke,___ of ___
&,___ of ___
"key,",___ of ___
vol.,___ of ___
3:,___ of ___
crown,___ of ___
of,___ of ___
shadows,___ of ___
locke,___ and ___
&,___ and ___
"key,",___ and ___
vol.,___ and ___
2:,___ and ___
head,___ and ___
games,___ and ___
parallel,One Word
time,___ of ___
out,___ of ___
of,___ of ___
joint,___ of ___
the,The Adj Noun
archmage,The Adj Noun
unbound,The Adj Noun
river,___ of ___
of,___ of ___
stars,___ of ___
homestuck,None
book,None
three,None
the,"""The"" One Word"
girl,"""The"" One Word"
fallen,One Word
"here,",None
there,None
be,None
dragons,None
kraken,One Word
cuckoo,None
song,None
the,___ of ___
far,___ of ___
reaching,___ of ___
tentacles,___ of ___
of,___ of ___
n'rygoth,___ of ___
winterkill,One Word
revelation,One Word
end,___ of ___
of,___ of ___
watch,___ of ___
the,The Adj Noun
grey,The Adj Noun
woods,The Adj Noun
the,___ of ___
black,___ of ___
tides,___ of ___
of,___ of ___
heaven,___ of ___
daughter,___ of ___
of,___ of ___
the,___ of ___
pirate,___ of ___
king,___ of ___
starman,None
jones,None
the,None
loneliest,None
girl,None
in,None
the,None
universe,None
swastika,None
night,None
the,"""The"" One Word"
binding,"""The"" One Word"
the,None
star,None
wars,None
trilogy,None
heartsong,One Word
babylon's,None
ashes,None
blood,None
brothers,None
the,The Adj Noun
pagan,The Adj Noun
stone,The Adj Noun
the,___ of ___
conquering,___ of ___
sword,___ of ___
of,___ of ___
conan,___ of ___
blind,None
faith,None
escape,None
from,None
the,None
forest,None
alvin,None
journeyman,None
handling,None
the,None
undead,None
galore,One Word
grave,None
secret,None
owlflight,One Word
13,None
to,None
life,None
devoured,None
by,None
darkness,None
double,None
cross,None
dinotopia:,None
a,None
land,None
apart,None
from,None
time,None
sweep:,None
volume,None
3,None
between,One Word
the,None
little,None
engine,None
that,None
could,None
all,None
hallows',None
eve,None
witchling,One Word
"truly,",None
madly,None
"bone,",___ of ___
vol.,___ of ___
3:,___ of ___
eyes,___ of ___
of,___ of ___
the,___ of ___
storm,___ of ___
koko,One Word
permutation,None
city,None
the,The Adj Noun
dragon,The Adj Noun
god,The Adj Noun
son,___ of ___
of,___ of ___
perdition,___ of ___
aurian,One Word
clifford,None
the,None
big,None
red,None
dog,None
strange,___ and ___
angels,___ and ___
and,___ and ___
betrayals,___ and ___
the,The Adj Noun
cloud,The Adj Noun
searchers,The Adj Noun
aspho,None
fields,None
queen,___ of ___
of,___ of ___
the,___ of ___
world!,___ of ___
underground,One Word
seawitch,One Word
rominus:,None
the,None
initiation,None
railsea,One Word
courage,One Word
dante,None
valentine:,None
the,None
complete,None
series,None
when,None
the,None
butterflies,None
came,None
graduation,None
day,None
sita:,___ of ___
an,___ of ___
illustrated,___ of ___
retelling,___ of ___
of,___ of ___
the,___ of ___
ramayana,___ of ___
life,___ and ___
and,___ and ___
death,___ and ___
are,___ and ___
wearing,___ and ___
me,___ and ___
out,___ and ___
as,None
red,None
as,None
blood,None
fire,None
sea,None
alice,None
"19th,",None
vol.,None
3,None
galaxy,None
in,None
flames,None
wrath,One Word
ember,None
rising,None
wolfsong,One Word
furyborn,One Word
the,___ of ___
empire,___ of ___
of,___ of ___
gold,___ of ___
methuselah's,None
children,None
wolfcry,One Word
lord,___ of ___
john,___ of ___
and,___ of ___
the,___ of ___
brotherhood,___ of ___
of,___ of ___
the,___ of ___
blade,___ of ___
midnight,None
falcon,None
intrinsical,One Word
scent,___ of ___
of,___ of ___
darkness,___ of ___
darkness,None
revealed,None
the,___ of ___
cross,___ of ___
of,___ of ___
lead,___ of ___
born,None
to,None
bite,None
the,___ of ___
four,___ of ___
fingers,___ of ___
of,___ of ___
death,___ of ___
dark,___ of ___
taste,___ of ___
of,___ of ___
rapture,___ of ___
i,None
am,None
wolf,None
the,"""The"" One Word"
locket,"""The"" One Word"
"dearly,",None
departed,None
the,The Adj Noun
wild,The Adj Noun
road,The Adj Noun
museum,___ of ___
of,___ of ___
thieves,___ of ___
fallen,One Word
foretold:,___ of ___
14,___ of ___
tales,___ of ___
of,___ of ___
prophecy,___ of ___
and,___ of ___
prediction,___ of ___
the,___ of ___
king,___ of ___
of,___ of ___
elfland's,___ of ___
daughter,___ of ___
don't,None
you,None
wish,None
witch,None
week,None
the,The Adj Noun
damnation,The Adj Noun
game,The Adj Noun
the,___ of ___
line,___ of ___
of,___ of ___
illeniel,___ of ___
batman:,None
the,None
man,None
who,None
laughs,None
captivate,One Word
brothers,None
to,None
the,None
death,None
prince,___ of ___
of,___ of ___
the,___ of ___
elves,___ of ___
being,None
jamie,None
baker,None
sacré,None
bleu:,None
a,None
comedy,None
d'art,None
epic,One Word
strange,___ and ___
and,___ and ___
ever,___ and ___
after,___ and ___
wildwood,None
imperium,None
consequences:,___ and ___
opal,___ and ___
&,___ and ___
origin,___ and ___
firstlife,One Word
the,"""The"" One Word"
epilogue,"""The"" One Word"
the,The Adj Noun
empty,The Adj Noun
grave,The Adj Noun
the,___ of ___
rules,___ of ___
of,___ of ___
magic,___ of ___
all,None
the,None
crooked,None
saints,None
the,The Adj Noun
wicked,The Adj Noun
deep,The Adj Noun
the,The Adj Noun
fates,The Adj Noun
divide,The Adj Noun
the,The Adj Noun
wild,The Adj Noun
robot,The Adj Noun
the,The Adj Noun
grace,The Adj Noun
year,The Adj Noun
teen,None
titans:,None
raven,None
the,The Adj Noun
dosadi,The Adj Noun
experiment,The Adj Noun
wyvernhail,One Word
the,___ of ___
law,___ of ___
of,___ of ___
nines,___ of ___
they,None
thirst,None
the,The Adj Noun
dragon,The Adj Noun
waiting,The Adj Noun
brave,None
story,None
mortal,None
coils,None
the,The Adj Noun
braided,The Adj Noun
path,The Adj Noun
the,___ of ___
little,___ of ___
giant,___ of ___
of,___ of ___
aberdeen,___ of ___
county,___ of ___
safe,None
harbor,None
the,___ of ___
gods,___ of ___
of,___ of ___
mars,___ of ___
"dead,",None
"undead,",None
or,None
somewhere,None
in,None
between,None
chasing,None
brooklyn,None
the,The Adj Noun
king's,The Adj Noun
blood,The Adj Noun
igraine,None
the,None
brave,None
...and,None
the,None
stars,None
will,None
sing,None
zazen,One Word
reign,___ of ___
of,___ of ___
blood,___ of ___
the,"""The"" One Word"
collector,"""The"" One Word"
netherworld,One Word
time,___ and ___
and,___ and ___
the,___ and ___
gods,___ and ___
hades',None
disciples,None
lies,None
beneath,None
the,The Adj Noun
first,The Adj Noun
judgement,The Adj Noun
the,___ of ___
fountains,___ of ___
of,___ of ___
paradise,___ of ___
the,The Adj Noun
atlantis,The Adj Noun
gene,The Adj Noun
sins,___ and ___
&,___ and ___
shadows,___ and ___
"preacher,",None
volume,None
1:,None
gone,None
to,None
texas,None
guardian,One Word
the,___ of ___
way,___ of ___
of,___ of ___
the,___ of ___
dragon,___ of ___
paprika,One Word
emily,___ of ___
windsnap,___ of ___
and,___ of ___
the,___ of ___
land,___ of ___
of,___ of ___
the,___ of ___
midnight,___ of ___
sun,___ of ___
emily,___ and ___
windsnap,___ and ___
and,___ and ___
the,___ and ___
monster,___ and ___
from,___ and ___
the,___ and ___
deep,___ and ___
stars,One Word
urban,None
shaman,None
the,The Adj Noun
blood,The Adj Noun
mirror,The Adj Noun
the,The Adj Noun
bone,The Adj Noun
houses,The Adj Noun
vardaesia,One Word
jeremy,None
"thatcher,",None
dragon,None
hatcher,None
the,The Adj Noun
mind,The Adj Noun
parasites,The Adj Noun
demon,None
thief,None
the,___ of ___
road,___ of ___
of,___ of ___
the,___ of ___
dead,___ of ___
shadowrise,One Word
martian,None
time-slip,None
marvels,One Word
the,"""The"" One Word"
restorer,"""The"" One Word"
violet,None
eyes,None
you,None
have,None
to,None
stop,None
this,None
black,None
as,None
night,None
"i,",None
zombie,None
starclimber,One Word
eternal,None
eden,None
the,The Adj Noun
shadow,The Adj Noun
society,The Adj Noun
eve,___ and ___
&,___ and ___
adam,___ and ___
castle,None
"waiting,",None
vol.,None
1,None
the,The Adj Noun
blacksmith's,The Adj Noun
son,The Adj Noun
the,___ of ___
books,___ of ___
of,___ of ___
magic,___ of ___
revan,One Word
the,The Adj Noun
grimm,The Adj Noun
legacy,The Adj Noun
the,"""The"" One Word"
stonekeeper,"""The"" One Word"
the,The Adj Noun
last,The Adj Noun
council,The Adj Noun
redemption,One Word
the,"""The"" One Word"
invincible,"""The"" One Word"
mockingbird,One Word
the,The Adj Noun
lantern,The Adj Noun
bearers,The Adj Noun
snow,___ and ___
white,___ and ___
and,___ and ___
rose,___ and ___
red,___ and ___
the,The Adj Noun
complete,The Adj Noun
oz,The Adj Noun
of,___ and ___
giants,___ and ___
and,___ and ___
ice,___ and ___
born,___ of ___
of,___ of ___
fire,___ of ___
the,___ of ___
legend,___ of ___
of,___ of ___
the,___ of ___
wandering,___ of ___
king,___ of ___
avery,One Word
mordacious,One Word
the,___ of ___
bazaar,___ of ___
of,___ of ___
bad,___ of ___
dreams,___ of ___
the,The Adj Noun
demon,The Adj Noun
lover,The Adj Noun
the,___ of ___
memoirs,___ of ___
of,___ of ___
helen,___ of ___
of,___ of ___
troy,___ of ___
the,___ and ___
lady,___ and ___
or,___ and ___
the,___ and ___
tiger,___ and ___
and,___ and ___
other,___ and ___
stories,___ and ___
foundling,One Word
the,___ of ___
courts,___ of ___
of,___ of ___
chaos,___ of ___
stake,None
that,None
time,One Word
ravenheart,One Word
"bleach,",None
volume,None
02,None
this,None
alien,None
shore,None
mélusine,One Word
the,"""The"" One Word"
candlestone,"""The"" One Word"
a,None
witch's,None
beauty,None
the,___ of ___
edge,___ of ___
chronicles,___ of ___
6:,___ of ___
midnight,___ of ___
over,___ of ___
sanctaphrax:,___ of ___
third,___ of ___
book,___ of ___
of,___ of ___
twig,___ of ___
dust,___ of ___
of,___ of ___
dreams,___ of ___
the,___ of ___
book,___ of ___
of,___ of ___
fours,___ of ___
maximum,None
"ride,",None
vol.,None
2,None
death,None
watch,None
shadowheart,One Word
vessel,One Word
menagerie,One Word
glitch,One Word
the,None
mad,None
scientist's,None
daughter,None
stray,One Word
the,The Adj Noun
earth,The Adj Noun
dwellers,The Adj Noun
the,None
star,None
beast,None
(heinlein's,None
"juveniles,",None
#8),None
the,___ of ___
ladies,___ of ___
of,___ of ___
grace,___ of ___
adieu,___ of ___
and,___ of ___
other,___ of ___
stories,___ of ___
new,None
moon:,None
the,None
graphic,None
"novel,",None
vol.,None
2,None
hyde,One Word
terminal,One Word
the,None
love,None
that,None
split,None
the,None
world,None
dark,None
age,None
frost,None
like,None
night,None
wilder,None
girls,None
corrag,One Word
the,___ of ___
notebooks,___ of ___
of,___ of ___
lazarus,___ of ___
long,___ of ___
midnight,None
mass,None
"click,",None
"clack,",None
moo:,None
cows,None
that,None
type,None
kitty,None
raises,None
hell,None
night,None
mare,None
shadowplay,One Word
seven,___ and ___
daughters,___ and ___
and,___ and ___
seven,___ and ___
sons,___ and ___
stormrider,One Word
the,The Adj Noun
demon's,The Adj Noun
lexicon,The Adj Noun
the,___ of ___
drawing,___ of ___
of,___ of ___
the,___ of ___
dark,___ of ___
lud-in-the-mist,One Word
shadows,None
return,None
the,___ of ___
winds,___ of ___
of,___ of ___
winter,___ of ___
the,___ of ___
citadel,___ of ___
of,___ of ___
the,___ of ___
autarch,___ of ___
through,None
violet,None
eyes,None
camille,One Word
charlie,___ and ___
bone,___ and ___
and,___ and ___
the,___ and ___
time,___ and ___
twister,___ and ___
the,___ of ___
manual,___ of ___
of,___ of ___
detection,___ of ___
shadow,None
wolf,None
"bone,",None
vol.,None
2:,None
the,None
great,None
cow,None
race,None
the,The Adj Noun
circle,The Adj Noun
trilogy,The Adj Noun
the,None
vampire,None
"diaries,",None
volumes,None
1-4,None
iron's,None
prophecy,None
angel,___ of ___
of,___ of ___
darkness,___ of ___
dragon,None
keeper,None
destiny,None
rising,None
secrets,___ of ___
of,___ of ___
the,___ of ___
demon,___ of ___
antigoddess,One Word
the,___ of ___
arabian,___ of ___
nights:,___ of ___
tales,___ of ___
of,___ of ___
1001,___ of ___
"nights,",___ of ___
volume,___ of ___
1,___ of ___
of,___ of ___
3,___ of ___
bitter,None
sweet,None
love,None
frost,None
burned,None
the,"""The"" One Word"
leveller,"""The"" One Word"
the,The Adj Noun
traitor's,The Adj Noun
kiss,The Adj Noun
exhalation:,None
stories,None
way,None
station,None
crave,One Word
the,The Adj Noun
probability,The Adj Noun
broach,The Adj Noun
camber,___ of ___
of,___ of ___
culdi,___ of ___
a,None
clan,None
in,None
need,None
forbidden,None
nights,None
with,None
a,None
vampire,None
robots,___ and ___
and,___ and ___
empire,___ and ___
skin,One Word
fire,___ and ___
burn,___ and ___
and,___ and ___
cauldron,___ and ___
bubble,___ and ___
the,None
complete,None
"stories,",None
vol,None
1,None
vampire,None
instinct,None
now,None
you,None
see,None
me,None
this,None
is,None
all,None
i,None
ask,None
moonglow,One Word
a,___ of ___
stir,___ of ___
of,___ of ___
echoes,___ of ___
heroes,___ of ___
of,___ of ___
the,___ of ___
valley,___ of ___
always,___ and ___
and,___ and ___
forever,___ and ___
winter,None
moon,None
the,___ and ___
end,___ and ___
has,___ and ___
come,___ and ___
and,___ and ___
gone,___ and ___
alive,None
in,None
a,None
dead,None
world,None
usher's,None
passing,None
torment,___ of ___
of,___ of ___
shadows,___ of ___
the,The Adj Noun
vintner's,The Adj Noun
luck,The Adj Noun
annihilation,One Word
the,The Adj Noun
hogwarts,The Adj Noun
library,The Adj Noun
downpour,One Word
possession,One Word
people,___ of ___
of,___ of ___
the,___ of ___
wolf,___ of ___
ghosts,___ and ___
&,___ and ___
echoes,___ and ___
kiss,One Word
covenant,None
with,None
the,None
vampire,None
the,___ and ___
wall,___ and ___
and,___ and ___
the,___ and ___
wing,___ and ___
the,The Adj Noun
dark,The Adj Noun
age,The Adj Noun
time's,None
edge,None
time's,None
divide,None
beautiful,None
darkness,None
dragonknight,One Word
shadow,None
over,None
kiriath,None
the,___ of ___
heart,___ of ___
of,___ of ___
a,___ of ___
warrior,___ of ___
half-moon,None
investigations,None
bellwether,One Word
"bleach,",None
volume,None
03,None
at,___ of ___
the,___ of ___
back,___ of ___
of,___ of ___
the,___ of ___
north,___ of ___
wind,___ of ___
market,None
forces,None
white,None
tiger,None
the,The Adj Noun
demon's,The Adj Noun
covenant,The Adj Noun
dark,None
symphony,None
vampire,None
"knight,",None
vol.,None
13,None
enchanted,None
glass,None
the,The Adj Noun
white,The Adj Noun
road,The Adj Noun
dirty,None
blood,None
heroes,None
'til,None
curfew,None
the,The Adj Noun
android's,The Adj Noun
dream,The Adj Noun
nightmare,None
academy,None
avatar,None
volume,None
5:,None
the,None
last,None
airbender,None
the,"""The"" One Word"
spell,"""The"" One Word"
princess,None
for,None
hire,None
unholy,None
night,None
asunder,One Word
blackbringer,One Word
kill,None
me,None
softly,None
prince,___ of ___
of,___ of ___
dogs,___ of ___
black,None
heart,None
a,None
plague,None
upon,None
your,None
family,None
till,None
death,None
do,None
us,None
part,None
the,The Adj Noun
hero's,The Adj Noun
lot,The Adj Noun
sacrifice,One Word
books,___ of ___
of,___ of ___
blood:,___ of ___
volume,___ of ___
one,___ of ___
the,___ of ___
time,___ of ___
of,___ of ___
the,___ of ___
fireflies,___ of ___
forging,None
zero,None
octavia's,None
brood:,None
science,None
fiction,None
stories,None
from,None
social,None
justice,None
movements,None
miss,None
peregrine's,None
home,None
for,None
peculiar,None
children:,None
the,None
graphic,None
novel,None
the,None
giant,None
under,None
the,None
snow,None
green,None
"grass,",None
running,None
water,None
tales,___ of ___
of,___ of ___
the,___ of ___
cthulhu,___ of ___
mythos,___ of ___
a,None
lion,None
among,None
men,None
morningstar,One Word
the,The Adj Noun
silver,The Adj Noun
hand,The Adj Noun
diary,___ of ___
of,___ of ___
a,___ of ___
wimpy,___ of ___
vampire,___ of ___
twice,None
as,None
hot,None
the,___ of ___
arm,___ of ___
of,___ of ___
the,___ of ___
starfish,___ of ___
wolf,None
island,None
x-men:,___ of ___
days,___ of ___
of,___ of ___
future,___ of ___
past,___ of ___
a,___ of ___
time,___ of ___
of,___ of ___
exile,___ of ___
deltora,None
quest,None
the,___ of ___
betrayal,___ of ___
of,___ of ___
natalie,___ of ___
hargrove,___ of ___
lying,None
season,None
soul,None
screamers,None
volume,None
one,None
the,"""The"" One Word"
reckoning,"""The"" One Word"
incarnate,One Word
shadows,One Word
red,None
harvest,None
a,None
midsummer,None
night's,None
scream,None
the,"""The"" One Word"
daydreamer,"""The"" One Word"
nearly,None
gone,None
fifteen,None
dogs,None
the,The Adj Noun
water,The Adj Noun
knife,The Adj Noun
oblivion,One Word
the,The Adj Noun
empty,The Adj Noun
city,The Adj Noun
the,___ and ___
little,___ and ___
"mouse,",___ and ___
the,___ and ___
red,___ and ___
ripe,___ and ___
"strawberry,",___ and ___
and,___ and ___
the,___ and ___
big,___ and ___
hungry,___ and ___
bear,___ and ___
the,___ of ___
end,___ of ___
of,___ of ___
oz,___ of ___
reign,___ of ___
of,___ of ___
shadows,___ of ___
the,"""The"" One Word"
call,"""The"" One Word"
fireblood,One Word
the,___ and ___
inquisitor's,___ and ___
tale:,___ and ___
"or,",___ and ___
the,___ and ___
three,___ and ___
magical,___ and ___
children,___ and ___
and,___ and ___
their,___ and ___
holy,___ and ___
dog,___ and ___
one,None
true,None
king,None
the,___ of ___
spell,___ of ___
book,___ of ___
of,___ of ___
listen,___ of ___
taylor,___ of ___
the,None
day,None
i,None
swapped,None
my,None
dad,None
for,None
two,None
goldfish,None
graveminder,One Word
beloved,None
vampire,None
laney,One Word
mistress,___ of ___
of,___ of ___
the,___ of ___
empire,___ of ___
airel:,None
the,None
awakening,None
fearscape,One Word
the,___ of ___
ghost,___ of ___
of,___ of ___
crutchfield,___ of ___
hall,___ of ___
tears,___ of ___
of,___ of ___
the,___ of ___
broken,___ of ___
the,___ of ___
wind,___ of ___
on,___ of ___
fire,___ of ___
trilogy:,___ of ___
the,___ of ___
wind,___ of ___
singer/slaves,___ of ___
of,___ of ___
the,___ of ___
mastery/firesong,___ of ___
day,None
by,None
day,None
armageddon,None
the,The Adj Noun
burning,The Adj Noun
stone,The Adj Noun
red,None
glove,None
the,The Adj Noun
rozabal,The Adj Noun
line,The Adj Noun
marked,None
/,None
betrayed,None
/,None
chosen,None
/,None
untamed,None
/,None
hunted,None
black,None
powder,None
war,None
throne,___ of ___
of,___ of ___
jade,___ of ___
time,___ and ___
and,___ and ___
time,___ and ___
again,___ and ___
kingdom,___ of ___
of,___ of ___
the,___ of ___
golden,___ of ___
dragon,___ of ___
if,None
i,None
should,None
die,None
the,The Adj Noun
witch,The Adj Noun
hunter,The Adj Noun
order,None
66:,None
map,___ of ___
of,___ of ___
fates,___ of ___
killer,None
frost,None
harry,___ of ___
potter:,___ of ___
a,___ of ___
history,___ of ___
of,___ of ___
magic,___ of ___
the,The Adj Noun
vine,The Adj Noun
witch,The Adj Noun
the,The Adj Noun
black,The Adj Noun
witch,The Adj Noun
deryni,None
rising,None
expanded,None
universe,None
mercury's,None
war,None
the,"""The"" One Word"
inheritors,"""The"" One Word"
the,The Adj Noun
haunted,The Adj Noun
mask,The Adj Noun
the,___ of ___
books,___ of ___
of,___ of ___
the,___ of ___
south,___ of ___
a,None
mermaid's,None
ransom,None
the,___ of ___
garden,___ of ___
of,___ of ___
eve,___ of ___
vampire,None
destiny,None
trilogy,None
in,None
the,None
night,None
kitchen,None
black,None
swan,None
rising,None
undead,One Word
the,___ of ___
legend,___ of ___
of,___ of ___
drizzt:,___ of ___
the,___ of ___
collected,___ of ___
stories,___ of ___
the,The Adj Noun
heart's,The Adj Noun
ashes,The Adj Noun
heartsnatcher,One Word
old,None
magic,None
darkness,None
breaks,None
babe:,None
the,None
gallant,None
pig,None
raphael,One Word
tempted,One Word
the,___ of ___
lives,___ of ___
of,___ of ___
tao,___ of ___
morgawr,One Word
dorothy,None
must,None
die:,None
stories,None
to,None
darkness,None
fled,None
shrine,One Word
warrior,None
witch,None
ghost,None
talkers,None
dawn,None
study,None
a,___ of ___
sound,___ of ___
of,___ of ___
thunder,___ of ___
wildfire,One Word
ace,___ of ___
of,___ of ___
shades,___ of ___
opposite,___ of ___
of,___ of ___
always,___ of ___
dragon,None
on,None
a,None
pedestal,None
peter,___ and ___
pan,___ and ___
in,___ and ___
kensington,___ and ___
gardens,___ and ___
/,___ and ___
peter,___ and ___
and,___ and ___
wendy,___ and ___
the,The Adj Noun
beatrice,The Adj Noun
letters,The Adj Noun
the,___ of ___
blue,___ of ___
djinn,___ of ___
of,___ of ___
babylon,___ of ___
lost,None
souls,None
krakatit,One Word
the,The Adj Noun
riftwar,The Adj Noun
saga,The Adj Noun
a,None
mermaid's,None
kiss,None
the,"""The"" One Word"
resistance,"""The"" One Word"
legacy,___ of ___
of,___ of ___
kings,___ of ___
buffy,None
the,None
vampire,None
slayer:,None
the,None
long,None
way,None
home,None
lord,___ of ___
of,___ of ___
the,___ of ___
dead,___ of ___
black,None
fallen,None
the,"""The"" One Word"
forsaken,"""The"" One Word"
dark,None
heart,None
forever,None
crookedstar's,None
promise,None
child,___ of ___
of,___ of ___
flame,___ of ___
druids,One Word
saving,None
mars,None
the,"""The"" One Word"
familiars,"""The"" One Word"
attrition:,___ of ___
the,___ of ___
first,___ of ___
act,___ of ___
of,___ of ___
penance,___ of ___
taking,None
back,None
forever,None
gods,___ and ___
&,___ and ___
monsters,___ and ___
midnight,None
frost,None
heart,___ of ___
of,___ of ___
stone,___ of ___
the,___ of ___
secret,___ of ___
of,___ of ___
ventriloquism,___ of ___
breakthrough,One Word
the,The Adj Noun
poison,The Adj Noun
jungle,The Adj Noun
the,The Adj Noun
iron,The Adj Noun
flower,The Adj Noun
black,None
wind,None
the,___ of ___
birthday,___ of ___
of,___ of ___
the,___ of ___
world,___ of ___
and,___ of ___
other,___ of ___
stories,___ of ___
don't,None
let,None
the,None
pigeon,None
drive,None
the,None
bus!,None
the,The Adj Noun
changeling,The Adj Noun
sea,The Adj Noun
the,The Adj Noun
second,The Adj Noun
siege,The Adj Noun
raptor,One Word
the,None
last,None
four,None
things,None
the,The Adj Noun
last,The Adj Noun
hunt,The Adj Noun
a,None
vampire's,None
claim,None
blood,None
will,None
tell,None
seven,None
tears,None
into,None
the,None
sea,None
cardcaptor,None
"sakura,",None
vol.,None
1,None
the,None
door,None
to,None
december,None
titan,One Word
iboy,One Word
darkness,None
before,None
dawn,None
deep,None
secret,None
the,___ of ___
knight,___ of ___
of,___ of ___
the,___ of ___
rose,___ of ___
darkness,None
falls,None
auracle,One Word
queen's,None
own,None
angel,None
fever,None
the,None
dark,None
god's,None
bride,None
trilogy,None
deception,One Word
labyrinth,___ of ___
of,___ of ___
evil,___ of ___
shadows,None
on,None
the,None
moon,None
darkness,None
unmasked,None
hook,One Word
east,___ and ___
o',___ and ___
the,___ and ___
sun,___ and ___
and,___ and ___
west,___ and ___
o',___ and ___
the,___ and ___
moon,___ and ___
the,___ of ___
time,___ of ___
machine/the,___ of ___
war,___ of ___
of,___ of ___
the,___ of ___
worlds,___ of ___
dreamer's,None
pool,None
flame,___ of ___
of,___ of ___
sevenwaters,___ of ___
tekwar,One Word
the,___ of ___
four,___ of ___
seasons,___ of ___
of,___ of ___
brambly,___ of ___
hedge,___ of ___
deep,None
fathom,None
shadowstorm,One Word
midnight's,None
mask,None
the,The Adj Noun
library,The Adj Noun
card,The Adj Noun
the,The Adj Noun
swan,The Adj Noun
kingdom,The Adj Noun
the,None
road,None
to,None
avalon,None
vampire,___ of ___
chronicles:,___ of ___
interview,___ of ___
with,___ of ___
the,___ of ___
"vampire,",___ of ___
the,___ of ___
vampire,___ of ___
"lestat,",___ of ___
the,___ of ___
queen,___ of ___
of,___ of ___
the,___ of ___
damned,___ of ___
fray,One Word
last,___ of ___
of,___ of ___
the,___ of ___
nephilim,___ of ___
blood,None
song,None
divine,None
by,None
blood,None
creatures,___ of ___
of,___ of ___
light,___ of ___
and,___ of ___
darkness,___ of ___
the,The Adj Noun
renfield,The Adj Noun
syndrome,The Adj Noun
queen,___ of ___
of,___ of ___
the,___ of ___
dead,___ of ___
legacy,One Word
crave,One Word
dogsbody,One Word
"hellsing,",None
vol.,None
01,None
the,None
kane,None
chronicles,None
survival,None
guide,None
wild,None
about,None
you,None
tributary,One Word
mass,None
effect:,None
revelation,None
the,The Adj Noun
gathering,The Adj Noun
storm,The Adj Noun
the,The Adj Noun
redwall,The Adj Noun
collection,The Adj Noun
ice,One Word
fashionably,None
dead,None
flawed,None
dogs:,None
the,None
shocking,None
raid,None
on,None
westminster,None
the,The Adj Noun
final,The Adj Noun
formula,The Adj Noun
trapped,One Word
dangerous,None
creatures,None
pale,___ and ___
